Time,INa,IKr,IKs,Ito1,IK1,IKp,INaCa,INaK,IpCa,ICab,INab,ICa,JDHPR,Jup,Jtrpn,Jtr,Jxfer,IKv43,IKv14,IKv14_K,IKv14_Na,Ito2,Istim,Itot
8.713,-1.55903e-07,1.42403e-07,-0.0010822,-1.1146e-07,0.238142,9.44471e-11,-0.157119,0.148115,0.00790246,-0.0550714,-0.161185,0,-0,2.52597e-05,-1.77916e-05,2.16975e-05,9.30608e-06,1.16017e-10,-1.11576e-07,4.27354e-09,-1.15849e-07,-0.0201449,0,-0.000443557
8.714,-1.55555e-07,1.41397e-07,-0.00108168,-1.11425e-07,0.23652,9.37156e-11,-0.156777,0.148102,0.00789145,-0.055079,-0.161189,0,-0,2.50737e-05,-1.78915e-05,2.14858e-05,8.84894e-06,1.15096e-10,-1.1154e-07,4.24088e-09,-1.15781e-07,-0.00915765,0,0.00922857
8.715,-1.553e-07,1.40719e-07,-0.00108102,-1.11414e-07,0.235442,9.32299e-11,-0.156421,0.148093,0.00788008,-0.0550864,-0.161192,0,-0,2.48817e-05,-1.80122e-05,2.12644e-05,8.40143e-06,1.14409e-10,-1.11528e-07,4.21964e-09,-1.15748e-07,-0.0164848,0,0.00115017
8.716,-1.54881e-07,1.39554e-07,-0.00108057,-1.11343e-07,0.233574,9.23899e-11,-0.156062,0.148079,0.00786846,-0.0550945,-0.161198,0,-0,2.46856e-05,-1.81451e-05,2.1032e-05,7.64008e-06,1.13319e-10,-1.11456e-07,4.18095e-09,-1.15637e-07,-0.0146549,0,0.0014316
8.717,-1.54653e-07,1.38925e-07,-0.00107991,-1.11347e-07,0.232587,9.1947e-11,-0.155685,0.148071,0.00785647,-0.0551023,-0.161201,0,-0,2.44833e-05,-1.82982e-05,2.07846e-05,7.47002e-06,1.12722e-10,-1.1146e-07,4.16211e-09,-1.15622e-07,-0.0183197,0,-0.00287274
8.718,-1.54695e-07,1.38992e-07,-0.00107897,-1.11465e-07,0.232744,9.20172e-11,-0.155284,0.148072,0.00784396,-0.0551094,-0.1612,0,-0,2.42723e-05,-1.84817e-05,2.05136e-05,6.56767e-06,1.12811e-10,-1.11577e-07,4.16951e-09,-1.15747e-07,-0.0146556,0,0.00133157
8.719,-1.5465e-07,1.38857e-07,-0.00107814,-1.11543e-07,0.232568,9.19384e-11,-0.154894,0.148071,0.00783169,-0.0551167,-0.161201,0,-0,2.40652e-05,-1.86378e-05,2.0259e-05,6.53999e-06,1.127e-10,-1.11655e-07,4.16904e-09,-1.15824e-07,-0.0201516,0,-0.00397053
8.72,-1.54591e-07,1.38631e-07,-0.00107735,-1.11618e-07,0.232239,9.17908e-11,-0.154525,0.148069,0.00782002,-0.0551238,-0.161202,0,-0,2.38674e-05,-1.87443e-05,2.00281e-05,6.53989e-06,1.12518e-10,-1.11731e-07,4.16551e-09,-1.15896e-07,-0.00916002,0,0.0070405
8.721,-1.54492e-07,1.38344e-07,-0.00107661,-1.11677e-07,0.231811,9.15989e-11,-0.154127,0.148065,0.00780744,-0.0551315,-0.161203,0,-0,2.36547e-05,-1.89104e-05,1.97561e-05,5.35564e-06,1.12275e-10,-1.11789e-07,4.15944e-09,-1.15949e-07,-0.0109923,0,0.00515385
8.722,-1.54274e-07,1.37733e-07,-0.001076,-1.11683e-07,0.230852,9.1169e-11,-0.153748,0.148058,0.00779532,-0.0551393,-0.161205,0,-0,2.34494e-05,-1.90347e-05,1.95189e-05,5.63256e-06,1.11686e-10,-1.11795e-07,4.14116e-09,-1.15936e-07,-0.0128251,0,0.00271082
8.723,-1.54216e-07,1.37563e-07,-0.00107523,-1.11756e-07,0.230615,9.10629e-11,-0.153377,0.148056,0.00778359,-0.0551464,-0.161206,0,-0,2.32503e-05,-1.91257e-05,1.92924e-05,4.99737e-06,1.11556e-10,-1.11867e-07,4.13928e-09,-1.16007e-07,-0.0164897,0,-0.000840222
8.724,-1.54371e-07,1.37979e-07,-0.00107423,-1.11912e-07,0.231338,9.13864e-11,-0.153009,0.148062,0.00777214,-0.0551526,-0.161204,0,-0,2.30556e-05,-1.91919e-05,1.90881e-05,5.43997e-06,1.11951e-10,-1.12024e-07,4.15901e-09,-1.16183e-07,-0.0219852,0,-0.00525386
8.725,-1.54195e-07,1.37433e-07,-0.00107364,-1.11942e-07,0.230478,9.10013e-11,-0.152682,0.148055,0.00776163,-0.0551594,-0.161206,0,-0,2.2876e-05,-1.91887e-05,1.89215e-05,6.11425e-06,1.11491e-10,-1.12054e-07,4.14352e-09,-1.16197e-07,-0.0109932,0,0.00517994
8.726,-1.53923e-07,1.36717e-07,-0.00107313,-1.11921e-07,0.229339,9.04921e-11,-0.152381,0.148046,0.0077519,-0.0551659,-0.16121,0,-0,2.27092e-05,-1.91294e-05,1.87698e-05,5.96748e-06,1.10795e-10,-1.12032e-07,4.12075e-09,-1.16153e-07,-0.0219879,0,-0.00668071
8.727,-1.54097e-07,1.37138e-07,-0.00107217,-1.12092e-07,0.230067,9.08176e-11,-0.152078,0.148052,0.00774248,-0.055171,-0.161208,0,-0,2.25473e-05,-1.90515e-05,1.86185e-05,5.59828e-06,1.11221e-10,-1.12203e-07,4.14111e-09,-1.16344e-07,-0.0164902,0,-0.000157419
8.728,-1.54008e-07,1.36865e-07,-0.0010715,-1.12154e-07,0.229653,9.06323e-11,-0.151765,0.148049,0.00773249,-0.0551772,-0.161209,0,-0,2.23762e-05,-1.90159e-05,1.84445e-05,5.5506e-06,1.10995e-10,-1.12265e-07,4.13537e-09,-1.164e-07,-0.012826,0,0.00338551
8.729,-1.54104e-07,1.37111e-07,-0.00107064,-1.12287e-07,0.23009,9.08277e-11,-0.151467,0.148052,0.00772315,-0.0551824,-0.161207,0,-0,2.22156e-05,-1.89362e-05,1.83128e-05,5.98849e-06,1.1123e-10,-1.12398e-07,4.14876e-09,-1.16547e-07,-0.0146579,0,0.00227976
8.73,-1.53693e-07,1.35967e-07,-0.00107035,-1.12212e-07,0.228244,9.00024e-11,-0.1512,0.148038,0.00771428,-0.0551889,-0.161213,0,-0,2.20627e-05,-1.88263e-05,1.81874e-05,5.97034e-06,1.10171e-10,-1.12322e-07,4.11026e-09,-1.16433e-07,-0.0128271,0,0.00249676
8.731,-1.5397e-07,1.36749e-07,-0.00106929,-1.12414e-07,0.22956,9.05905e-11,-0.150925,0.148048,0.00770584,-0.055193,-0.161209,0,-0,2.19169e-05,-1.86906e-05,1.80829e-05,6.4522e-06,1.10878e-10,-1.12525e-07,4.14317e-09,-1.16668e-07,-0.0238199,0,-0.00690188
8.732,-1.53999e-07,1.36775e-07,-0.00106855,-1.12528e-07,0.229631,9.06224e-11,-0.15068,0.148049,0.00769811,-0.0551975,-0.161209,0,-0,2.17826e-05,-1.85108e-05,1.79962e-05,6.90173e-06,1.10969e-10,-1.12639e-07,4.14874e-09,-1.16788e-07,-0.0164906,0,0.00073221
8.733,-1.53951e-07,1.36614e-07,-0.0010679,-1.12603e-07,0.22939,9.05147e-11,-0.150506,0.148047,0.00769252,-0.055201,-0.161209,0,-0,2.16833e-05,-1.81878e-05,1.80011e-05,7.77216e-06,1.10827e-10,-1.12714e-07,4.14684e-09,-1.16861e-07,-0.0128262,0,0.00431975
8.734,-1.53789e-07,1.36165e-07,-0.00106738,-1.12631e-07,0.228676,9.01953e-11,-0.150382,0.148042,0.00768844,-0.0552039,-0.161211,0,-0,2.1609e-05,-1.77713e-05,1.80702e-05,9.54781e-06,1.10425e-10,-1.12742e-07,4.13399e-09,-1.16876e-07,-0.0128268,0,0.00371404
8.735,-1.53802e-07,1.36208e-07,-0.00106667,-1.12726e-07,0.228772,9.02382e-11,-0.150261,0.148043,0.00768462,-0.0552061,-0.161211,0,-0,2.15392e-05,-1.73562e-05,1.81231e-05,9.03835e-06,1.10435e-10,-1.12836e-07,4.13932e-09,-1.16976e-07,-0.0183239,0,-0.00157031
8.736,-1.53675e-07,1.35825e-07,-0.00106614,-1.12769e-07,0.228167,8.99681e-11,-0.150078,0.148038,0.00767868,-0.0552101,-0.161213,0,-0,2.1435e-05,-1.71107e-05,1.80844e-05,8.49097e-06,1.10112e-10,-1.12879e-07,4.12915e-09,-1.17009e-07,-0.0146596,0,0.00165631
8.737,-1.53721e-07,1.35944e-07,-0.00106542,-1.1288e-07,0.228387,9.00664e-11,-0.149857,0.14804,0.0076717,-0.055214,-0.161212,0,-0,2.1314e-05,-1.69505e-05,1.7994e-05,7.57047e-06,1.10221e-10,-1.1299e-07,4.13749e-09,-1.17128e-07,-0.0164919,0,0.000257362
8.738,-1.53953e-07,1.36567e-07,-0.00106451,-1.13069e-07,0.22943,9.05326e-11,-0.14961,0.148048,0.00766406,-0.0552178,-0.161209,0,-0,2.11822e-05,-1.68425e-05,1.78901e-05,7.99445e-06,1.10826e-10,-1.13179e-07,4.16474e-09,-1.17344e-07,-0.0183231,0,-0.00028257
8.739,-1.53706e-07,1.35863e-07,-0.00106414,-1.13063e-07,0.228292,9.00239e-11,-0.149437,0.148039,0.0076583,-0.0552221,-0.161212,0,-0,2.10811e-05,-1.66062e-05,1.7878e-05,9.53904e-06,1.10189e-10,-1.13173e-07,4.14235e-09,-1.17316e-07,-0.0128271,0,0.00422653
8.74,-1.536e-07,1.35599e-07,-0.00106361,-1.13105e-07,0.227879,8.98394e-11,-0.149322,0.148036,0.00765454,-0.0552246,-0.161214,0,-0,2.10129e-05,-1.62394e-05,1.7928e-05,1.01072e-05,1.09903e-10,-1.13215e-07,4.13582e-09,-1.17351e-07,-0.0219898,0,-0.00524428
8.741,-1.53566e-07,1.3546e-07,-0.00106303,-1.13188e-07,0.227672,8.97469e-11,-0.14918,0.148034,0.00764998,-0.0552275,-0.161214,0,-0,2.09318e-05,-1.59463e-05,1.79271e-05,9.89564e-06,1.09819e-10,-1.13298e-07,4.1348e-09,-1.17432e-07,-0.0128276,0,0.00384359
8.742,-1.53684e-07,1.35798e-07,-0.00106228,-1.13327e-07,0.228246,9.00032e-11,-0.149019,0.148039,0.00764496,-0.05523,-0.161212,0,-0,2.08435e-05,-1.56989e-05,1.79096e-05,1.01437e-05,1.10137e-10,-1.13437e-07,4.1511e-09,-1.17589e-07,-0.0219893,0,-0.00458325
8.743,-1.53216e-07,1.34465e-07,-0.0010622,-1.13226e-07,0.226073,8.90341e-11,-0.148881,0.148022,0.0076401,-0.0552345,-0.161219,0,-0,2.07577e-05,-1.54521e-05,1.78841e-05,1.00824e-05,1.08907e-10,-1.13335e-07,4.10504e-09,-1.1744e-07,-0.00916343,0,0.00617515
8.744,-1.52904e-07,1.33632e-07,-0.00106193,-1.1318e-07,0.22473,8.84363e-11,-0.148723,0.148011,0.00763476,-0.0552387,-0.161222,0,-0,2.06643e-05,-1.52502e-05,1.78369e-05,9.57172e-06,1.08084e-10,-1.13289e-07,4.07721e-09,-1.17366e-07,-0.0183283,0,-0.00419813
8.745,-1.52879e-07,1.33521e-07,-0.00106136,-1.13262e-07,0.224577,8.83683e-11,-0.148483,0.14801,0.00762707,-0.0552433,-0.161223,0,-0,2.05326e-05,-1.52237e-05,1.76938e-05,8.2368e-06,1.08005e-10,-1.1337e-07,4.07718e-09,-1.17447e-07,-0.01283,0,0.0013738
8.746,-1.52708e-07,1.33004e-07,-0.00106098,-1.13284e-07,0.223758,8.80041e-11,-0.148294,0.148004,0.00762085,-0.0552476,-0.161225,0,-0,2.04248e-05,-1.50929e-05,1.76462e-05,1.0169e-05,1.07544e-10,-1.13391e-07,4.06199e-09,-1.17453e-07,-0.00549882,0,0.00805588
8.747,-1.52478e-07,1.32376e-07,-0.00106063,-1.13272e-07,0.222759,8.75606e-11,-0.148142,0.147996,0.0076158,-0.0552514,-0.161228,0,-0,2.03363e-05,-1.48871e-05,1.76202e-05,9.78313e-06,1.06945e-10,-1.13379e-07,4.04215e-09,-1.17422e-07,-0.0109983,0,0.00169005
8.748,-1.52631e-07,1.32794e-07,-0.00105988,-1.13424e-07,0.223482,8.78816e-11,-0.147951,0.148002,0.00760984,-0.0552544,-0.161226,0,-0,2.0233e-05,-1.47541e-05,1.7555e-05,9.69084e-06,1.07346e-10,-1.13532e-07,4.06166e-09,-1.17593e-07,-0.0146638,0,-0.00106134
8.749,-1.52504e-07,1.32397e-07,-0.00105947,-1.13464e-07,0.222861,8.7606e-11,-0.14776,0.147997,0.0076036,-0.0552586,-0.161228,0,-0,2.01251e-05,-1.46477e-05,1.74761e-05,9.24849e-06,1.07006e-10,-1.13571e-07,4.05097e-09,-1.17622e-07,-0.0091652,0,0.00399094
8.75,-1.52275e-07,1.31756e-07,-0.00105916,-1.13454e-07,0.221839,8.71526e-11,-0.147527,0.147989,0.00759594,-0.0552639,-0.161231,0,-0,1.99941e-05,-1.46463e-05,1.73403e-05,8.12283e-06,1.06405e-10,-1.1356e-07,4.0307e-09,-1.17591e-07,-0.0109989,0,0.00134388
8.751,-1.52696e-07,1.32909e-07,-0.00105813,-1.13717e-07,0.22377,8.80095e-11,-0.147254,0.148004,0.00758759,-0.0552675,-0.161225,0,-0,1.98517e-05,-1.46923e-05,1.72015e-05,8.21766e-06,1.0749e-10,-1.13825e-07,4.07776e-09,-1.17903e-07,-0.0164965,0,-0.00193934
8.752,-1.52589e-07,1.32593e-07,-0.00105772,-1.13768e-07,0.223276,8.779e-11,-0.147044,0.148001,0.00758076,-0.0552719,-0.161226,0,-0,1.97341e-05,-1.46286e-05,1.71283e-05,9.10252e-06,1.07242e-10,-1.13875e-07,4.06991e-09,-1.17945e-07,-0.014664,0,-0.000407122
8.753,-1.52492e-07,1.32328e-07,-0.00105729,-1.13811e-07,0.222863,8.76066e-11,-0.146915,0.147997,0.00757653,-0.0552747,-0.161228,0,-0,1.96593e-05,-1.43833e-05,1.71515e-05,1.10675e-05,1.06983e-10,-1.13918e-07,4.06338e-09,-1.17981e-07,-0.0183304,0,-0.00436835
8.754,-1.52522e-07,1.32349e-07,-0.00105675,-1.13917e-07,0.222921,8.76323e-11,-0.146758,0.147998,0.0075715,-0.0552777,-0.161227,0,-0,1.95717e-05,-1.42071e-05,1.71011e-05,9.60432e-06,1.07045e-10,-1.14024e-07,4.0683e-09,-1.18092e-07,-0.00733213,0,0.00683817
8.755,-1.52251e-07,1.31593e-07,-0.00105654,-1.13889e-07,0.221698,8.70899e-11,-0.146591,0.147988,0.00756587,-0.055282,-0.161231,0,-0,1.94742e-05,-1.40807e-05,1.70469e-05,9.96154e-06,1.06336e-10,-1.13996e-07,4.0434e-09,-1.18039e-07,-0.0054995,0,0.00759242
8.756,-1.52316e-07,1.31785e-07,-0.00105594,-1.14001e-07,0.22204,8.72414e-11,-0.146407,0.147991,0.00756006,-0.0552852,-0.16123,0,-0,1.93737e-05,-1.39734e-05,1.69641e-05,9.20467e-06,1.06505e-10,-1.14107e-07,4.05404e-09,-1.18161e-07,-0.014665,0,-0.00105256
8.757,-1.52481e-07,1.32247e-07,-0.00105525,-1.14156e-07,0.222825,8.75896e-11,-0.14619,0.147997,0.00755324,-0.0552887,-0.161228,0,-0,1.92567e-05,-1.39412e-05,1.68449e-05,8.54851e-06,1.06949e-10,-1.14263e-07,4.07493e-09,-1.18338e-07,-0.0201635,0,-0.00554992
8.758,-1.52993e-07,1.33639e-07,-0.0010542,-1.14462e-07,0.225133,8.86155e-11,-0.145929,0.148016,0.00754536,-0.0552918,-0.161221,0,-0,1.91224e-05,-1.39851e-05,1.6682e-05,7.94256e-06,1.08286e-10,-1.1457e-07,4.13127e-09,-1.18701e-07,-0.0201607,0,-0.00296293
8.759,-1.53025e-07,1.33664e-07,-0.00105373,-1.14572e-07,0.225178,8.86356e-11,-0.145686,0.148016,0.00753754,-0.0552964,-0.161221,0,-0,1.89887e-05,-1.40225e-05,1.65402e-05,8.33359e-06,1.08378e-10,-1.14681e-07,4.13615e-09,-1.18817e-07,-0.00733114,0,0.010144
8.76,-1.525e-07,1.32229e-07,-0.00105383,-1.14436e-07,0.222817,8.75862e-11,-0.145502,0.147998,0.0075311,-0.055302,-0.161228,0,-0,1.88779e-05,-1.39602e-05,1.64559e-05,8.89384e-06,1.07007e-10,-1.14543e-07,4.08478e-09,-1.18628e-07,-0.00733218,0,0.00792825
8.761,-1.5245e-07,1.3213e-07,-0.0010534,-1.14493e-07,0.222666,8.7519e-11,-0.145303,0.147997,0.00752467,-0.055306,-0.161228,0,-0,1.87673e-05,-1.39005e-05,1.636e-05,8.42873e-06,1.06859e-10,-1.146e-07,4.08383e-09,-1.18684e-07,-0.0183306,0,-0.00303467
8.762,-1.52175e-07,1.3133e-07,-0.00105326,-1.14466e-07,0.221361,8.69404e-11,-0.145102,0.147986,0.00751792,-0.055311,-0.161232,0,-0,1.86512e-05,-1.38662e-05,1.62581e-05,8.65939e-06,1.06145e-10,-1.14572e-07,4.05724e-09,-1.1863e-07,-0.00916603,0,0.00500058
8.763,-1.52024e-07,1.30933e-07,-0.00105296,-1.14483e-07,0.220726,8.66593e-11,-0.144927,0.147981,0.00751211,-0.0553149,-0.161234,0,-0,1.85507e-05,-1.37667e-05,1.61891e-05,8.85296e-06,1.05749e-10,-1.14589e-07,4.04536e-09,-1.18634e-07,-0.0164995,0,-0.0028079
8.764,-1.52378e-07,1.31896e-07,-0.00105212,-1.14719e-07,0.222335,8.73721e-11,-0.144779,0.147994,0.00750769,-0.0553164,-0.161229,0,-0,1.84731e-05,-1.35732e-05,1.61751e-05,1.12353e-05,1.06654e-10,-1.14826e-07,4.08536e-09,-1.18911e-07,-0.0164979,0,-0.00103789
8.765,-1.52338e-07,1.31756e-07,-0.00105173,-1.14791e-07,0.222119,8.72763e-11,-0.144691,0.147993,0.00750482,-0.0553183,-0.161229,0,-0,1.84212e-05,-1.32804e-05,1.61877e-05,1.05699e-05,1.06563e-10,-1.14897e-07,4.08365e-09,-1.18981e-07,-0.0128319,0,0.00249321
8.766,-1.52331e-07,1.31738e-07,-0.00105131,-1.14873e-07,0.222103,8.72693e-11,-0.144549,0.147993,0.00750023,-0.0553211,-0.16123,0,-0,1.8341e-05,-1.31216e-05,1.61423e-05,9.91438e-06,1.06554e-10,-1.14979e-07,4.08627e-09,-1.19066e-07,-0.0164981,0,-0.00105379
8.767,-1.52256e-07,1.31523e-07,-0.00105097,-1.14926e-07,0.221761,8.71175e-11,-0.144421,0.14799,0.00749602,-0.0553239,-0.16123,0,-0,1.82672e-05,-1.29425e-05,1.61251e-05,1.03719e-05,1.06355e-10,-1.15032e-07,4.08139e-09,-1.19113e-07,-0.0146653,0,0.000554473
8.768,-1.52423e-07,1.31997e-07,-0.00105036,-1.15079e-07,0.222554,8.74692e-11,-0.14431,0.147996,0.00749258,-0.0553254,-0.161228,0,-0,1.82062e-05,-1.27172e-05,1.61254e-05,1.11171e-05,1.06787e-10,-1.15186e-07,4.10249e-09,-1.19288e-07,-0.0201638,0,-0.00403481
8.769,-1.5247e-07,1.32074e-07,-0.00104992,-1.15192e-07,0.222686,8.75281e-11,-0.144199,0.147997,0.00748904,-0.0553274,-0.161228,0,-0,1.81436e-05,-1.25099e-05,1.61251e-05,1.0797e-05,1.06917e-10,-1.15299e-07,4.10915e-09,-1.19408e-07,-0.0091653,0,0.00720319
8.77,-1.52638e-07,1.32576e-07,-0.00104932,-1.15343e-07,0.223521,8.78985e-11,-0.144124,0.148004,0.00748681,-0.0553281,-0.161225,0,-0,1.81026e-05,-1.22181e-05,1.618e-05,1.25571e-05,1.0735e-10,-1.1545e-07,4.13105e-09,-1.19581e-07,-0.0201626,0,-0.00287821
8.771,-1.52537e-07,1.32299e-07,-0.00104904,-1.15384e-07,0.223065,8.76961e-11,-0.144061,0.148001,0.00748466,-0.0553298,-0.161227,0,-0,1.80632e-05,-1.19357e-05,1.62126e-05,1.19523e-05,1.0711e-10,-1.15491e-07,4.12349e-09,-1.19615e-07,-0.0183302,0,-0.00144638
8.772,-1.52644e-07,1.32597e-07,-0.00104853,-1.15512e-07,0.223559,8.79154e-11,-0.143965,0.148005,0.00748165,-0.0553312,-0.161225,0,-0,1.80098e-05,-1.17252e-05,1.6217e-05,1.18865e-05,1.07376e-10,-1.1562e-07,4.13788e-09,-1.19758e-07,-0.0219956,0,-0.00452006
8.773,-1.5254e-07,1.32251e-07,-0.00104829,-1.1556e-07,0.222987,8.76614e-11,-0.143896,0.148,0.00747932,-0.055333,-0.161227,0,-0,1.79677e-05,-1.14762e-05,1.62541e-05,1.30894e-05,1.07108e-10,-1.15668e-07,4.12825e-09,-1.19796e-07,-0.00549908,0,0.0114628
8.774,-1.51975e-07,1.30723e-07,-0.00104852,-1.15394e-07,0.220471,8.65463e-11,-0.143858,0.14798,0.00747756,-0.0553359,-0.161234,0,-0,1.79352e-05,-1.11987e-05,1.63081e-05,1.32602e-05,1.05623e-10,-1.155e-07,4.0725e-09,-1.19572e-07,-0.0128331,0,0.00161923
8.775,-1.51978e-07,1.30758e-07,-0.00104813,-1.15475e-07,0.220543,8.6578e-11,-0.143866,0.147981,0.00747783,-0.0553357,-0.161234,0,-0,1.79364e-05,-1.07896e-05,1.6463e-05,1.59312e-05,1.05631e-10,-1.1558e-07,4.07675e-09,-1.19657e-07,-0.0201663,0,-0.00564871
8.776,-1.52774e-07,1.32966e-07,-0.00104688,-1.15897e-07,0.224195,8.81981e-11,-0.143946,0.14801,0.00748119,-0.055331,-0.161223,0,-0,1.79886e-05,-1.01834e-05,1.67116e-05,1.69883e-05,1.07707e-10,-1.16005e-07,4.16433e-09,-1.20169e-07,-0.0293263,0,-0.0111869
8.777,-1.52904e-07,1.33247e-07,-0.00104642,-1.16049e-07,0.224656,8.84028e-11,-0.144019,0.148014,0.00748367,-0.0553292,-0.161222,0,-0,1.80268e-05,-9.6657e-06,1.69038e-05,1.72314e-05,1.08069e-10,-1.16157e-07,4.17897e-09,-1.20336e-07,-0.0109971,0,0.00753911
8.778,-1.52719e-07,1.32787e-07,-0.00104626,-1.16048e-07,0.22389,8.80624e-11,-0.144096,0.148008,0.00748598,-0.0553284,-0.161224,0,-0,1.80626e-05,-9.18259e-06,1.70797e-05,1.69205e-05,1.07596e-10,-1.16155e-07,4.16365e-09,-1.20319e-07,-0.0201622,0,-0.00247327
8.779,-1.52582e-07,1.32387e-07,-0.00104609,-1.16074e-07,0.223225,8.7767e-11,-0.144115,0.148003,0.00748647,-0.0553286,-0.161226,0,-0,1.80686e-05,-8.84981e-06,1.71698e-05,1.66465e-05,1.07229e-10,-1.16181e-07,4.15131e-09,-1.20332e-07,-0.012831,0,0.00416697
8.78,-1.52385e-07,1.31832e-07,-0.00104597,-1.1607e-07,0.222308,8.73602e-11,-0.144126,0.147995,0.00748662,-0.0553291,-0.161229,0,-0,1.80692e-05,-8.55527e-06,1.72695e-05,1.68387e-05,1.06693e-10,-1.16176e-07,4.13289e-09,-1.20309e-07,-0.00916551,0,0.00689501
8.781,-1.52572e-07,1.32395e-07,-0.00104541,-1.16226e-07,0.223239,8.77734e-11,-0.144122,0.148003,0.0074867,-0.0553284,-0.161226,0,-0,1.8069e-05,-8.27918e-06,1.73557e-05,1.69044e-05,1.07191e-10,-1.16333e-07,4.15705e-09,-1.2049e-07,-0.021996,0,-0.00498898
8.782,-1.53055e-07,1.3373e-07,-0.00104456,-1.16516e-07,0.225438,8.87507e-11,-0.144189,0.14802,0.00748933,-0.0553252,-0.16122,0,-0,1.81108e-05,-7.83403e-06,1.75574e-05,2.02644e-05,1.08453e-10,-1.16624e-07,4.21143e-09,-1.20835e-07,-0.0238258,0,-0.00465664
8.783,-1.52897e-07,1.33291e-07,-0.00104442,-1.16533e-07,0.224706,8.84253e-11,-0.144307,0.148015,0.007493,-0.0553235,-0.161222,0,-0,1.81701e-05,-7.33751e-06,1.77647e-05,1.97612e-05,1.08066e-10,-1.16641e-07,4.19741e-09,-1.20839e-07,-0.0219941,0,-0.00367663
8.784,-1.5293e-07,1.33343e-07,-0.0010441,-1.16636e-07,0.224781,8.84587e-11,-0.144303,0.148015,0.0074929,-0.0553235,-0.161221,0,-0,1.81676e-05,-7.12953e-06,1.78112e-05,1.68838e-05,1.08144e-10,-1.16744e-07,4.2026e-09,-1.20946e-07,-0.010997,0,0.00740033
8.785,-1.52578e-07,1.32417e-07,-0.00104416,-1.16558e-07,0.223247,8.77769e-11,-0.144239,0.148003,0.0074905,-0.0553261,-0.161226,0,-0,1.81274e-05,-7.09086e-06,1.7799e-05,1.73887e-05,1.07225e-10,-1.16665e-07,4.16907e-09,-1.20834e-07,-0.01833,0,-0.00142412
8.786,-1.5265e-07,1.32623e-07,-0.00104377,-1.16669e-07,0.223586,8.79272e-11,-0.144168,0.148006,0.00748826,-0.0553272,-0.161225,0,-0,1.80899e-05,-7.04309e-06,1.77737e-05,1.63239e-05,1.07403e-10,-1.16777e-07,4.17982e-09,-1.20956e-07,-0.0219955,0,-0.00467875
8.787,-1.52626e-07,1.32568e-07,-0.0010435,-1.16739e-07,0.223495,8.78867e-11,-0.144017,0.148005,0.00748337,-0.0553302,-0.161225,0,-0,1.80088e-05,-7.18383e-06,1.76507e-05,1.53533e-05,1.07366e-10,-1.16847e-07,4.1805e-09,-1.21027e-07,-0.0238286,0,-0.00646103
8.788,-1.52877e-07,1.33223e-07,-0.00104295,-1.16932e-07,0.22457,8.83648e-11,-0.143871,0.148014,0.00747889,-0.0553321,-0.161222,0,-0,1.79344e-05,-7.28783e-06,1.75631e-05,1.5669e-05,1.08004e-10,-1.1704e-07,4.20904e-09,-1.21249e-07,-0.0164957,0,0.0020992
8.789,-1.52719e-07,1.32784e-07,-0.00104284,-1.16942e-07,0.223841,8.80407e-11,-0.143767,0.148008,0.00747535,-0.0553348,-0.161224,0,-0,1.78754e-05,-7.32124e-06,1.75221e-05,1.59094e-05,1.07572e-10,-1.1705e-07,4.19473e-09,-1.21244e-07,-0.0128305,0,0.00512597
8.79,-1.52501e-07,1.3221e-07,-0.00104278,-1.16924e-07,0.222895,8.76204e-11,-0.143643,0.148001,0.00747115,-0.055338,-0.161227,0,-0,1.78056e-05,-7.39959e-06,1.74355e-05,1.53773e-05,1.07009e-10,-1.17031e-07,4.17509e-09,-1.21207e-07,-0.0146643,0,0.00245193
8.791,-1.52702e-07,1.32752e-07,-0.00104229,-1.17093e-07,0.22379,8.80181e-11,-0.143536,0.148008,0.00746786,-0.0553394,-0.161224,0,-0,1.77507e-05,-7.40917e-06,1.73925e-05,1.62896e-05,1.07531e-10,-1.172e-07,4.19911e-09,-1.21399e-07,-0.0183294,0,-0.000204504
8.792,-1.52593e-07,1.32461e-07,-0.00104213,-1.17124e-07,0.223311,8.78053e-11,-0.143434,0.148004,0.00746447,-0.0553418,-0.161225,0,-0,1.76941e-05,-7.4266e-06,1.733e-05,1.53208e-05,1.07251e-10,-1.17231e-07,4.19057e-09,-1.21422e-07,-0.0183299,0,-0.000593166
8.793,-1.52969e-07,1.33463e-07,-0.00104146,-1.17369e-07,0.224963,8.85391e-11,-0.143308,0.148018,0.00746075,-0.0553428,-0.161221,0,-0,1.76321e-05,-7.46513e-06,1.72535e-05,1.52614e-05,1.08211e-10,-1.17477e-07,4.23265e-09,-1.2171e-07,-0.0128297,0,0.00669783
8.794,-1.52561e-07,1.32346e-07,-0.00104164,-1.17274e-07,0.223117,8.77191e-11,-0.143161,0.148003,0.00745558,-0.0553473,-0.161226,0,-0,1.75463e-05,-7.60422e-06,1.71165e-05,1.30244e-05,1.07185e-10,-1.17381e-07,4.19204e-09,-1.21573e-07,-0.0109981,0,0.00680176
8.795,-1.5266e-07,1.32661e-07,-0.00104125,-1.17388e-07,0.223637,8.79499e-11,-0.142954,0.148007,0.00744898,-0.0553509,-0.161224,0,-0,1.74366e-05,-7.83655e-06,1.69654e-05,1.39269e-05,1.07429e-10,-1.17495e-07,4.20658e-09,-1.21702e-07,-0.0219955,0,-0.00347295
